artist,duration,album,genre,title,year,,
Minnie Riperton,224.67873,Love To Love,soul jazz,Lovin' You,1974,,
Leroy Hutson,188.49914,The Man!,jazz funk,Could This Be Love,1974,,
Mongo Santamaria,194.76853,Afro-Indio,latin jazz,Lady Marmalade,1975,,
Graham Central Station,229.27628,Ain't No 'Bout-A-Doubt It,motown,It's Alright,1975,,
The Who,271.69914,The Who By Numbers,british invasion,Slip Kid,1975,,
Derek Bailey,237.53098,Improvisation,free improvisation,M 14,1975,,
Jimi Hendrix,469.60281,Blues,blues-rock,Once I Had A Woman,1975,,
Be Bop Deluxe,285.1522,Air Age Anthology,art rock,Music In Dreamland,1975,,
Michael Jackson,222.37995,The Real Thing: The Jackson 5,motown,We're Almost There,1975,,
Righteous Brothers,130.0371,The Collection,blue-eyed soul,Little Latin Lupe Lu,1975,,
Sui Generis,319.00689,Adios Sui Generis Vol III,cumbia,Bubulina,1975,,
Sui Generis,269.84444,Adios Sui Generis Vol.I,cumbia,Zapando Con La Gente,1975,,
Michael Stanley Band,257.61914,You Break It...You Bought It!,heartland rock,Where Have All The Clowns Gone,1975,,
Babe Ruth,365.16526,Babe Ruth,neo-progressive,Dancer (2007 Digital Remaster),1975,,
The Sensational Alex Harvey Band,316.81261,Live / The Penthouse Tapes,glam rock,Delilah,1975,,
Be Bop Deluxe,197.82485,Futurama,art rock,Between The Worlds,1975,,
Bad Company,365.24363,Straight Shooter,blues-rock,Call On Me,1975,,
Pierre Perret,238.10567,Pierrot chante pour les gamins_ les marmots...,chanson,Donnez-nous des jardins,1975,,
The Michael Stanley Band,232.12363,Stagepass,heartland rock,Waste A Little Time On Me,1975,,
Rainbow,663.24853,On Stage,heavy metal,Still I'm Sad,1975,,
Bob Dylan,257.61914,Desire/Blood On The Tracks/Street Legal,blues-rock,Simple Twist Of Fate,1975,,
Commander Cody And His Lost Planet Airmen,161.88036,Tales From The Ozone,country rock,Cajun Baby (LP Version),1975,,
Little Milton,278.30812,Stax: The Soul Of Hip-Hop,electric blues,Packed Up And Took My Mind,1975,,
Michael Stanley Band,220.05506,You Break It...You Bought It!,heartland rock,Lost In The Funhouse Again,1975,,
Michael Jackson,192.57424,Soulsation! The 25th Anniversary Collection,motown,Just A Little Bit Of You,1975,,
Stanley Clarke,282.69669,The Bass-ic Collection,jazz funk,Journey To Love,1975,,
Billie Jo Spears,175.20281,Blanket On The Ground,classic country,What I've Got In Mind,1976,,
Bad Company,296.12363,Hard Rock Live,blues-rock,Simple Man,1976,,
Bryan Ferry,194.61179,Let's Stick Together,glam rock,2HB (1999 Digital Remaster),1976,,
"Dave ""Baby"" Cortez",125.6224,Fill It! - I Love the Fifties,instrumental rock,The Happy Organ,1976,,
Leon Russell,218.51383,Retrospective,blues-rock,Out In The Woods,1976,,
John Mayer,38.3473,Dhammapada,rock,Sannyasin,1976,,
John Sebastian,276.45342,Welcome Back,folk rock,One Step Forward_ Two Steps Back,1976,,
Modern Lovers,260.62322,Live at the longbranch and more,art rock,She cracked,1976,,
Hot Tuna,270.96771,Double Dose,blues-rock,Extrication Love Song,1976,,
Billie Jo Spears,159.81669,Country Greats,classic country,Misty Blue,1976,,
Daryl Hall & John Oates,216.34567,Livetime,pop rock,Rich Girl,1976,,
Jeff Beck,163.83955,Original Album Classics,blues-rock,Head For Backstage Pass,1976,,
The Real Kids,252.26404,The Real Kids,power pop,Better Be Good,1976,,
Lee Ritenour / Jeff Mironov,307.04281,Rio,instrumental pop,A Little Bit Of This And A Little Bit Of That,1976,,
Barry Manilow,209.13587,This One's For You,soft rock,This One's For You,1976,,
The Jam,157.3873,In The City,british pop,Bricks And Mortar,1977,,
Irwin Goodman,200.9073,Kolmastoista kerta,german pop,Terve menoo jA$?tkA$?nretale,1977,,
Sex Pistols,129.93261,Spunk,punk,Seventeen,1977,,
The Moody Blues,194.97751,Caught Live + 5,british invasion,Long Summer Days,1977,,
Mink DeVille,166.03383,Cabretta,blues-rock,She's So Tough,1977,,
David Bowie,305.05751,Heroes,dance rock,Moss Garden (1999 Digital Remaster),1977,,
The Germs,206.05342,Germicide,rock,Forming,1977,,
Brand X,95.76444,Morrocan Roll,jazz fusion,Collapsar,1977,,
Alphonse Mouzon,355.21261,In Search Of A Dream,jazz funk,The Ram And The Scorpio,1977,,
Be Bop Deluxe,312.58077,Axe Victim,art rock,Piece Of Mine,1977,,
The Real Kids,263.75791,Better Be Good,power pop,Just Like Darts,1977,,
Lee Ritenour,444.81261,OverTime,instrumental pop,Captain Fingers,1977,,
Sex Pistols,194.58567,Jubilee,punk,Pretty Vacant,1977,,
Burning Spear,185.5473,Dry & Heavy,roots reggae,It's A Long Way Around,1977,,
Sugar Minott,185.99138,Strictly Vocals 2,roots reggae,Jah Jah Children,1977,,
Marvin Hamlisch,209.34485,The Spy Who Loved Me (Soundtrack),show tunes,Ride To Atlantis,1977,,
Sugar Minott,290.35057,Sugar Minott at Studio One,roots reggae,Try Love,1977,,
The Motors,393.61261,Airport - The Motors Greatest Hits,power pop,Dancing The Night Away,1977,,
Fredi,243722,20 Suosikkia / Laula kanssain,ballad,Laula kanssain,1977,,
Marvin Hamlisch,201.45587,The Spy Who Loved Me (Soundtrack),show tunes,Anya,1977,,
Sex Pistols,190.74567,Spunk,punk,Looking For A Kiss,1977,,
Gal Costa,252.02893,Caras E Bocas,brazilian pop music,Me Recuso,1977,,
Foghat,501.2371,Live,blues-rock,Slow Ride [Live Version],1977,,
Kenny Rogers,188.96934,The Best Of Kenny Rogers,country rock,The Son Of Hickory Holler's Tramp,1977,,
Eddie Money,189.30893,Playlist: The Very Best Of Eddie Money,pop rock,Two Tickets To Paradise,1977,,
Chelsea,200.59383,Live And Loud,pop rock,Right To Work,1977,,
The Jam,150.59546,The Jam Story,british pop,The Modern World,1977,,
Dolly Parton,294.24281,Legends,bluegrass,Light Of A Clear Blue Morning,1977,,
Vangelis,575.58159,3 Originals,progressive rock,3 + 3,1977,,
Richard Hell & The Voidoids,494.10567,Blank Generation,no wave,Another World (Album Version),1977,,
The Chieftains,231.1571,The Chieftains 7,irish folk,No. 6 The Coombe,1977,,
Adalberto Santiago,299.93751,Adalberto,salsa,Tu Me Desesperas,1977,,
Brand X,281.52118,Morrocan Roll,jazz fusion,Hate Zone,1977,,
The Motors,207.85587,Approved By The Motors,power pop,You Beat The Hell Outta Me,1977,,
The Clash,140.77342,The Future Is Unwritten,new wave,I'm So Bored With The U.S.A.,1977,,
The Police,289.64526,So Lonely,new wave,So Lonely,1978,,
Robert Palmer,247.95383,Double Fun,blue-eyed soul,Love Can Run Faster,1978,,
Buzzcocks,144.77016,French,new wave,Get On Our Own,1978,,
The Cortinas,219.01016,Please Don't Hit Me,new wave,Radio Rape,1978,,
Walter Hawkins,468.00934,Love Alive II,soul jazz,Never Alone,1978,,
Uriah Heep,184.55465,Live In Europe,heavy metal,Falling In Love,1978,,
Bob Dylan,278.96118,Desire/Blood On The Tracks/Street Legal,blues-rock,New Pony,1978,,
Irwin Goodman,231.47057,Cha cha cha,german pop,Onni,1978,,
Prince,190.06649,For You,dance rock,Baby (LP Version),1978,,
Peter Tosh,371.1473,Bush Doctor,roots reggae,Stand Firm (2002 Digital Remaster),1978,,
Rainbow,454.1122,Catch The Rainbow: The Anthology,heavy metal,Rainbow Eyes,1978,,
Joy Division,141.08689,Let The Movie Begin,alternative,Leaders Of Men,1978,,
Peter Tosh,238.23628,Bush Doctor,roots reggae,Soon Come (2002 Digital Remaster),1978,,
Whitesnake,204.14649,Trouble,blues-rock,Don't Mess With Me (2006 Digital Remaster),1978,,
Weirdos_ The,161.27955,We Got The Neutron Bomb,rock,I Want What I Want,1978,,
Devo,159.89506,Q: Are We Not Men?  A: We Are Devo / Devo Live,rock,Sloppy (I Saw My Baby Gettin'),1978,,
Steel Pulse,231.49669,Rage and Fury,roots reggae,Ku Klux Klan,1978,,
Alternative TV,305.71057,Live 1978,experimental rock,Nasty Little Lonely,1978,,
Paul Stanley,191.55546,Paul Stanley,hard rock,Move On,1978,,
Ras Michael and the Sons of Negus,243.98322,Lion Country,roots reggae,Ethiopian Anthem,1978,,
Bruford,351.42485,One Of A Kind,jazz fusion,Forever Until Sunday,1979,,
Johnny Osbourne,216.65914,100% Dynamite,roots reggae,We Need Love,1979,,
Pat Metheny,338.02404,New Chautauqua,free jazz,Hermitage,1979,,
David Johansen,247.97995,In Style (With Bonus Tracks),pop rock,In Style,1979,,
The Fabulous Thunderbirds,154.53995,The Fabulous Thunderbirds,blues-rock,Let Me In,1979,,
Bad Company,211.1473,Desolation Angels,blues-rock,Crazy Circles,1979,,
April Wine,200.9073,Harder . . . Faster,pop rock,Babes In Arms,1979,,
Jose Luis Perales,253.12608,Lo Mejor De JosA(c) Luis Perales,latin pop,El Amor,1979,,
Floyd Cramer,125.85751,The Essential Floyd Cramer,instrumental pop,Stood Up,1979,,
Harry Connick_ Jr,192.07791,Eleven,jazz,Joe Avery's Piece,1979,,
Bad Company,253.02159,Desolation Angels,blues-rock,Take The Time,1979,,
Gregory Isaacs,219402,Hold Tight,lovers rock,Down the Line,1979,,
April Wine,179.04281,Harder Faster,pop rock,Say Hello,1979,,
Plasmatics,230.66077,New Hope For The Wretched,trip hop,Sometimes I,1979,,
The Clash,227.57832,London Calling (Legacy Edition),new wave,Death Or Glory,1979,,
Wailing Souls,214.38649,The Best of the Wailing Souls,roots reggae,Very Well,1979,,
UK Subs,140.30322,Time Warp:  Greatest Hits,oi,Crash Course,1979,,
Los Chichos,242.80771,Amor Y Ruleta,flamenco,Vuelve Junto A Mi,1979,,
Suzi Quatro,217.46893,The Wild One - The Greatest Hits,glam rock,Mama's Boy,1979,,
Richard Lloyd,172.77342,Alchemy,garage rock,Number Nine (LP Version),1979,,
Dead Kennedys,182.04689,Give Me Convenience or Give Me Death,rock,The Man with the Dogs,1979,,
The Roches,243.51302,The Roches,singer-songwriter,Mr. Sellack (Album Version),1979,,
Devo,141.08689,Q: Are We Not Men?  A: We Are Devo / Devo Live,rock,Soo Bawlz,1979,,
Curtis Mayfield,411.92444,Heartbeat,chicago soul,You Better Stop,1979,,
Lee Ritenour,274.72934,OverTime,instrumental pop,Is It You?,1979,,
Aerosmith,241.8673,Night In The Ruts,blues-rock,Reefer Head Woman,1979,,
Public Image Ltd,209.3971,Metal Box,dance rock,The Suit,1979,,
Patti Smith Group,284.21179,Original Album Classics,garage rock,Wave,1979,,
Chelsea,301.71383,Live And Loud,pop rock,Decide,1979,,
The Last,159.05914,L.A. Explosion,garage rock,Century City Rag,1979,,
Irwin Goodman,184.5024,Keisari Irwin,german pop,Kopla ja kummisetA$?,1979,,
The In Crowd,266.81424,His Majesty Is Coming,freakbeat,Back A Yard,1979,,
The Who,169.66485,The Kids Are Alright,british invasion,Anyway_ Anyhow_ Anywhere,1979,,
Sugar Minott,186.8273,Ghetto-ology + Dub,roots reggae,Walking Through the Ghetto,1979,,
Rickie Lee Jones,246.62159,Rickie Lee Jones,folk rock,Danny's All-Star Joint (LP Version),1979,,
Off Broadway,244.87138,On,power pop,Bully Bully (LP Version),1979,,
Ronnie Milsap,251.27138,The Essential Ronnie Milsap,country rock,Why Don't You Spend The Night,1980,,
Al Di Meola,114.07628,Greatest Hits,latin jazz,Bianca's Midnight Lullaby,1980,,
Gal Costa,171.85914,Aquarela Do Brasil,brazilian pop music,Camisa Amarela,1980,,
The Jam,147.64363,Dig The New Breed,british pop,Start!,1980,,
The Police,137.45587,Message In A Box,new wave,Man In A Suitcase,1980,,
Michael Stanley Band,216.34567,Right Back at Ya (1971-1983),heartland rock,He Can't Love you,1980,,
The Roches,165.98159,Nurds,singer-songwriter,It's Bad For Me (Album Version),1980,,
Dexy's Midnight Runners,157.75302,It Was Like This,folk rock,Seven Days Too Long,1980,,
The Clash,308.50567,Sandinista!,new wave,Lose This Skin,1980,,
Al Di Meola,291.02975,Splendido Hotel,latin jazz,Splendido Sundance,1980,,
The Chieftains,217.25995,St. Patrick'S Day Celebration,irish folk,When A Man's In Love,1980,,
Black Flag,136.14975,Live at The On Broadway 1982,hardcore punk,Jealous Again,1980,,
Plasmatics,344.24118,New Hope For The Wretched,trip hop,Dream Lover,1980,,
Mink DeVille,173.92281,Le Chat Bleu,blues-rock,Heaven Stood Still,1980,,
Burning Spear,355.18649,Harder Than The Best,roots reggae,Civilized Reggae,1980,,
Neil Diamond,181.15873,The Jazz Singer Original Songs From The Motion Picture,soft rock,Hey Louise,1980,,
Twila Paris,235.65016,Knowin' You're Around,ccm,I'll See You Sunday,1980,,
Curtis Mayfield,348.60363,Beautiful Brother - The Essential,chicago soul,People Never Give Up,1980,,
Circle Jerks,63.52934,Group Sex,hardcore punk,Group Sex,1980,,
Dead Kennedys,184.94649,Punk of Anagram,rock,Kill the Poor,1980,,
Robert Palmer,299.78077,Gold,blue-eyed soul,Looking For Clues,1980,,
The Police,233.45587,Zenyatta Mondatta,new wave,Voices Inside My Head,1980,,
Buzzcocks,219.19302,French,new wave,Strange Thing,1980,,
Michael Stanley Band,218.40934,Heartland,heartland rock,Don't Stop The Music,1980,,
Professor Longhair,153.49506,And... R&B was born,louisiana blues,Bald Head,1980,,
Foghat,300.14649,Tight Shoes,blues-rock,Dead End Street,1980,,
Circle Jerks,88.89424,Group Sex,hardcore punk,Paid Vacation,1980,,
Light Of The World,247.74485,The Best Of The Light Of The World,jazz funk,Pete's Crusade,1980,,
The Jam,135.83628,Snap,british pop,Start!,1980,,
Whitesnake,250.3571,Whitesnake's Greatest Hits,blues-rock,Fool For Your Loving,1980,,
Wailing Souls,255.4771,Firehouse Rock,roots reggae,Firehouse Rock,1980,,
Joy Division,128.67873,Let The Movie Begin,alternative,Passover,1980,,
Orquesta Broadway,421.35465,Paraiso,charanga,Principe Nino - Original,1981,,
The Plimsouls,147.9571,Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go,jangle pop,I Want You Back,1981,,
Mikey Dread,309.83791,World War III,roots reggae,The Jumping Master,1981,,
The Cure,209.60608,Concert - The Cure Live,new wave,Primary,1981,,
The Plimsouls,192.13016,Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go,jangle pop,Women,1981,,
Michael Stanley Band,173.42649,North Coast,heartland rock,Chemistry,1981,,
The Cure,67.76118,Faith,new wave,Doubt,1981,,
Egberto Gismonti,1.2273,Sanfona,latin jazz,Carta De Amor,1981,,
Jefferson Starship,240.3522,Modern Times,hard rock,Stairway To Cleveland,1981,,
Michael Stanley Band,164.07465,North Coast,heartland rock,You're My Love,1981,,
Devo,205.50485,Duty Now For The Future/New Traditionalists,rock,Going Under,1981,,
MAPtley CrA1/4e,201.40363,Too Fast For Love,heavy metal,Merry-Go-Round,1981,,
The Fabulous Thunderbirds,196.44036,Butt Rockin',blues-rock,Mathilda,1981,,
Rainbow,299.57179,The Best Of Rainbow,heavy metal,Can't Happen Here,1981,,
Heaven 17,255.16363,Endless,new romantic,(We Don't Need This) Fascist Groove Thang,1981,,
Phil Collins,154.93179,Face Value,soft rock,I'm Not Moving,1981,,
Simple Minds,308.94975,Sons And Fascination/Sister Feelings Call,new wave,Careful In Career,1981,,
The Sugarhill Gang,451.02975,The Greatest Hits,hip hop,8th Wonder,1981,,
George Harrison,238602,Somewhere In England,classic rock,Baltimore Oriole (2004 Digital Remaster),1981,,
The Rolling Stones,242.20689,Live Licks,blues,Start Me Up,1981,,
Robert Palmer,184.34567,At The BBC,blue-eyed soul,Some Guys Have All The Luck,1981,,
Black Flag,79.51628,Live at The On Broadway 1982,hardcore punk,Room 13,1981,,
Alternative TV,180.63628,Strange Kicks,experimental rock,Dub In Bed,1981,,
U2,142.23628,October,dance rock,October,1981,,
The Plasmatics,286.9024,Beyond The Valley Of 1984,trip hop,Summer Nite,1981,,
Aswad,280.94649,New Chapter,roots reggae,Ina Your Rights,1981,,
Wailing Souls,204.85179,Sly & Robbie present Taxi,roots reggae,Old Broom,1981,,
Gal Costa,193.35791,Classic Latino,brazilian pop music,Canta Brasil,1981,,
April Wine,214.43873,Nature Of The Beast,pop rock,Caught In The Crossfire,1981,,
Van Halen,248.00608,Fair Warning,heavy metal,"Dirty Movies"" (Album Version)",1981,,
Penguin CafA(c) Orchestra,72.77669,Preludes_ Airs And Yodels (A Penguin Cafe Primer),chamber jazz,Harmonic Necklace,1981,,
Black Flag,92.36853,Everything Went Black,hardcore punk,Police Story,1981,,
The Misfits,133.27628,Collection 2,horror punk,Halloween II,1981,,
Heaven 17,311.43138,Penthouse And Pavement,new romantic,I'm Your Money (12'' Extended Version) (2006 Digital Remaster),1981,,
The Stranglers,217.96526,La Folie,pop rock,It Only Takes Two To Tango,1981,,
Brian Eno And David Byrne,296.33261,New Romantics,art rock,The Jezebel Spirit,1981,,
R.E.M.,340.11383,Dead Letter Office: The I.R.S. Years Vintage 1987,jangle pop,Stumble,1982,,
Descendents,89.23383,Somery,hardcore punk,I'm Not A Loser,1982,,
Adam Ant,203.91138,The Very Best Of,pop rock,Friend Or Foe,1982,,
Michael Stanley Band,335.09832,MSB,heartland rock,Take The Time,1982,,
Thomas Dolby,223.45098,Blinded By Science,pop rock,She Blinded Me With Science,1982,,
Michael Stanley Band,346.56608,MSB,heartland rock,Spanish Nights,1982,,
Daniel Johnston,270.78485,The What Of Whom,power pop,To Go Home,1982,,
Screaming Lord Sutch,184.05832,Monster Rock,psychobilly,Murder In The Graveyard,1982,,
Daniel Johnston,296.54159,The Late Great Daniel Johnston: Discovered Covered,power pop,The Story Of An Artist,1982,,
Lee Ritenour,291.83955,Rit/2,instrumental pop,Keep It Alive,1982,,
BA(c)la Fleck,158.98077,Natural Bridge,bluegrass,Punchdrunk,1982,,
Mikey Dread,193.12281,Rockers Vibration,roots reggae,Hot Cross Bun,1982,,
Dexys Midnight Runners,434.88608,The Projected Passion Revue,folk rock,Until I Believe In My Soul,1982,,
Alice Cooper,209.47546,Zipper Catches Skin,shock rock,Make That Money (Scrooge's Song) (Album Version),1982,,
Black Flag,1030.19057,Everything Went Black,hardcore punk,Crass Commercialism,1982,,
Geier Sturzflug,186.51383,Deutsche Hits CD1,pop rock,Bruttosozialprodukt,1982,,
Ronnie Milsap,242.70322,Inside Ronnie Milsap,country rock,Wrong End Of The Rainbow,1982,,
The Roches,295.13098,Keep On Doing,singer-songwriter,Losing True (Album Version),1982,,
Juan Carlos Baglietto,232.61995,Actuar Para Vivir,tango,Tiempos Dificiles,1982,,
The Misfits,73.09016,Collection 2,horror punk,We Bite,1982,,
Juan Carlos Baglietto,182.41261,Tiempos Dificiles,tango,Aunque MaA+-ana No Estes,1982,,
Metallica,252.3424,Some Kind Of Monster,speed metal,Hit The Lights,1982,,
Y&T,275.9571,Open Fire,heavy metal,Black Tiger,1982,,
Thomas Dolby,265.45587,The Sole Inhabitant,pop rock,Windpower,1982,,
R. Carlos Nakai,146.33751,Changes,chamber jazz,Blood Round Dance Song (World),1982,,
Metallica,311.19628,Kill 'Em All,speed metal,Metal Militia,1982,,
Musical Youth,183.01342,True 80's Love,reggae,Never Gonna Give You Up,1982,,
Thomas Dolby,259.18649,The Golden Age Of Wireless,pop rock,Windpower (2009 Digital Remaster),1982,,
1. Futurologischer Congress,204.93016,SchA1/4tzt die Verliebten,kraut rock,Machinenfunk,1982,,
Steel Pulse,266.05669,True Democracy,roots reggae,Man No Sober (LP Version),1982,,
Circle Jerks,122.64444,Wild In the Streets,hardcore punk,Question Authority,1982,,
Spliff,264.41098,85555,pop rock,Heut' Nacht,1982,,
Phil Collins,316.39465,Hello_ I Must Be Going,soft rock,I Cannot Believe It's True,1982,,
Bruce Rowland,113.99791,The Man from Snowy River,easy listening,Mountain Theme,1982,,
Mikey Dread,373.26322,Dub Catalogue,roots reggae,Two Track Dub (Dub / Instrumental Reggae Music),1982,,
Led Zeppelin,182.09914,Coda,blues-rock,Poor Tom (Album Version),1982,,
Dead Kennedys,216842,Milking The Sacred Cow,rock,Halloween,1982,,
David & Steve Gordon,311.35302,Peaceful Evening,meditation,Evenglow,1982,,
Alice Cooper,210.54649,Live! (Digitally Remastered),shock rock,Goin' To The River,1982,,
